timestamp,trial_job_id,parameter_id,sequence,default_metric,mse,mae,mape
1779476444325,SK2vs,0,0,29.34463882446289,0.0005647027865052223,0.018572285771369934,29.34463882446289
1779476474292,H40uX,1,0,30.618581771850586,0.000613486219663173,0.019318310543894768,30.618581771850586
1779476483780,eHkAs,2,0,27.476530075073242,0.0005309654516167939,0.0182375255972147,27.476530075073242
1779476494596,EPdSh,3,0,27.4549617767334,0.000514463463332504,0.01780332624912262,27.4549617767334
1779476503310,S6Twa,4,0,64.09830474853516,0.0035649556666612625,0.05571212247014046,64.09830474853516
1779476512085,YVVHG,5,0,25.952678680419922,0.0005872403271496296,0.018239635974168777,25.952678680419922
1779476520323,icI92,6,0,31.266883850097656,0.0007162900292314589,0.021516986191272736,31.266883850097656
1779476528427,sh2tg,7,0,101.3318099975586,0.007461695000529289,0.0829354077577591,101.3318099975586
1779476558766,VoRf5,8,0,56.66240310668945,0.0017457350622862577,0.03716034069657326,56.66240310668945
1779476573637,VjVZe,9,0,25.150775909423828,0.00047740008449181914,0.01689271256327629,25.150775909423828
1779476587628,KYft5,10,0,26.365489959716797,0.00048533090739510953,0.017177462577819824,26.365489959716797
1779476595190,ct0mF,11,0,26.978195190429688,0.0005054025095887482,0.017508165910840034,26.978195190429688
1779476604397,CNXgz,12,0,39.513885498046875,0.0009282505488954484,0.025082306936383247,39.513885498046875
1779476613229,BKAZ1,13,0,27.728822708129883,0.0005256220465525985,0.01787097379565239,27.728822708129883
1779476624232,yYWoM,14,0,23.182279586791992,0.00047658770927228034,0.016851235181093216,23.182279586791992
1779476632386,vhviu,15,0,61.99972152709961,0.0021436025854200125,0.0411335714161396,61.99972152709961
1779476641930,UyADI,16,0,23.6110782623291,0.000518322573043406,0.017457935959100723,23.6110782623291
1779476653945,pJliR,17,0,31.2541561126709,0.0006369669572450221,0.019648350775241852,31.2541561126709
1779476672974,AokxH,18,0,42.032955169677734,0.0010242154821753502,0.0267806313931942,42.032955169677734
1779476688564,FXLbP,19,0,29.800281524658203,0.000582756707444787,0.01868508756160736,29.800281524658203
1779476698165,xytlG,20,0,101.75582122802734,0.006071716547012329,0.07005848735570908,101.75582122802734
1779476710629,q6KQC,21,0,41.22813034057617,0.0009978514863178134,0.026370318606495857,41.22813034057617
1779476718690,kFO8r,22,0,48.702518463134766,0.0015264393296092749,0.03166760131716728,48.702518463134766
1779476729707,it5m6,23,0,29.751497268676758,0.0005783991073258221,0.018999585881829262,29.751497268676758
