timestamp,trial_job_id,parameter_id,sequence,default_metric,mse,mae,mape
1779472403969,ON4fn,0,0,30.683727264404297,0.0010227409657090902,0.026744503527879715,30.683727264404297
1779472412068,uYJ2b,1,0,23.534513473510742,0.0004737293638754636,0.017128540202975273,23.534513473510742
1779472429966,IyaHR,2,0,30.01116180419922,0.0009819865226745605,0.026072794571518898,30.01116180419922
1779472442407,KPeGz,3,0,38.58222961425781,0.0008911238401196897,0.02424234338104725,38.58222961425781
1779472507952,VTovr,4,0,54.60300827026367,0.0027333239559084177,0.04796645790338516,54.60300827026367
1779472526168,Sd9x0,5,0,25.528383255004883,0.00046651921002194285,0.016829799860715866,25.528383255004883
1779472534866,BJgkr,6,0,53.905670166015625,0.0027481254655867815,0.04736534133553505,53.905670166015625
1779472543976,w1Mm6,7,0,25.175859451293945,0.00046328158350661397,0.016818081960082054,25.175859451293945
1779472605826,w9LOh,8,0,23.7348575592041,0.000578956794925034,0.018880054354667664,23.7348575592041
1779472632821,YSB7y,9,0,50.15846252441406,0.0024877460673451424,0.044174060225486755,50.15846252441406
1779472642027,tAZKX,10,0,28.479171752929688,0.0005514248623512685,0.01829632930457592,28.479171752929688
1779472650566,zYfjl,11,0,36.00739288330078,0.0007993079489096999,0.022684883326292038,36.00739288330078
1779472670464,Bpc6z,12,0,83.98855590820312,0.00548655865713954,0.07092723250389099,83.98855590820312
1779472691113,qYshV,13,0,25.333934783935547,0.0006999160395935178,0.020939016714692116,25.333934783935547
1779472775246,HXdBq,14,0,32.68389129638672,0.0006739464588463306,0.020367203280329704,32.68389129638672
1779472786743,sgPA7,15,0,105.02764892578125,0.010709622874855995,0.08563631772994995,105.02764892578125
1779472796643,dVMV2,16,0,70.00338745117188,0.002620239043608308,0.04706934839487076,70.00338745117188
1779472813029,Bzool,17,0,32.86155700683594,0.0011577631812542677,0.02886432223021984,32.86155700683594
1779472871576,ahWqd,18,0,23.312175750732422,0.0005286642117425799,0.017979437485337257,23.312175750732422
1779472903686,mh0I3,19,0,36.60624694824219,0.0014353882288560271,0.032234884798526764,36.60624694824219
1779472919466,PhuV3,20,0,52.37635803222656,0.0025436216965317726,0.04608200863003731,52.37635803222656
1779472927045,nRL0U,21,0,28.784971237182617,0.0005511728231795132,0.018254254013299942,28.784971237182617
1779472936124,VQ2bh,22,0,61.08811569213867,0.003304532263427973,0.0528569258749485,61.08811569213867
