timestamp,trial_job_id,parameter_id,sequence,default_metric,mse,mae,mape
1779139608749,WsSnd,0,0,0.0002566874027252197,0.0002566874027252197,0.01254954468458891,24.817306518554688
1779139615519,Dxohm,1,0,0.0002303784276591614,0.0002303784276591614,0.011438918299973011,23.180402755737305
1779139622271,kpCB1,2,0,0.00027082316228188574,0.00027082316228188574,0.013081899844110012,29.646160125732422
1779139628136,RzrSp,3,0,0.00034154680906794965,0.00034154680906794965,0.01511071901768446,34.50508117675781
1779139667722,lkTcT,4,0,0.0006878647836856544,0.0006878647836856544,0.023005936294794083,51.87575149536133
1779139694832,FeslG,5,0,0.00025933419237844646,0.00025933419237844646,0.012670145370066166,28.302268981933594
1779139707239,mrtXd,6,0,0.0002142620214726776,0.0002142620214726776,0.011285066604614258,22.240341186523438
1779139713629,dz5DC,7,0,0.0003380569687578827,0.0003380569687578827,0.015006911009550095,34.27348327636719
1779139719404,WJHwG,8,0,0.0008031901670619845,0.0008031901670619845,0.025268811732530594,56.6583251953125
1779139723780,UPuXD,9,0,0.003726285183802247,0.003726285183802247,0.05932299792766571,108.46492004394531
1779139732465,ycdEK,10,0,0.00023878533102106303,0.00023878533102106303,0.01193433627486229,22.74676513671875
1779139770849,sZbkT,11,0,0.00033015853841789067,0.00033015853841789067,0.014750595204532146,33.717369079589844
1779139776581,yfmjM,12,0,0.0009401682764291763,0.0009401682764291763,0.02717559039592743,45.706729888916016
1779139782064,nP3OA,13,0,0.0004956249613314867,0.0004956249613314867,0.018441159278154373,30.608457565307617
1779139787772,M0U6o,14,0,0.00027717530610971153,0.00027717530610971153,0.013229208067059517,23.877450942993164
1779139793712,obMLd,15,0,0.0002944899897556752,0.0002944899897556752,0.013538908213376999,25.196149826049805
1779139804788,UTXKg,16,0,0.002858207793906331,0.002858207793906331,0.051485851407051086,93.0752182006836
1779139812122,l3LgG,17,0,0.0002101027057506144,0.0002101027057506144,0.011225799098610878,23.871009826660156
1779139824858,MpiHq,18,0,0.00028170490986667573,0.00028170490986667573,0.013486290350556374,30.70010757446289
