timestamp,trial_job_id,parameter_id,sequence,default_metric,mse,mae,mape
1779215364233,WQI9u,0,0,0.10188455879688263,0.10188455879688263,0.3188685476779938,633.161376953125
1779215373596,n96LN,1,0,0.0006419590208679438,0.0006419590208679438,0.02199862152338028,49.64186477661133
1779215404893,uQJYu,2,0,0.00033253643778152764,0.00033253643778152764,0.014978829771280289,34.38164138793945
1779215437631,PARCX,3,0,0.0006564285140484571,0.0006564285140484571,0.022129345685243607,50.14548873901367
1779215470996,tdwmm,4,0,0.0937950387597084,0.0937950387597084,0.30592095851898193,607.7720947265625
1779215486713,dR9Mo,5,0,0.0017286661313846707,0.0017286661313846707,0.03769894689321518,66.03021240234375
1779215493622,qSohn,6,0,0.0025866988580673933,0.0025866988580673933,0.048704758286476135,103.34650421142578
1779215503174,SeJk5,7,0,0.0006394247757270932,0.0006394247757270932,0.021610967814922333,48.46449279785156
1779215610732,T9FFe,8,0,0.0007179831154644489,0.0007179831154644489,0.023823024705052376,53.56618118286133
1779215634251,f2htF,9,0,0.0004091399605385959,0.0004091399605385959,0.01628873124718666,28.977083206176758
1779215725134,JUEYn,10,0,0.0015992562985047698,0.0015992562985047698,0.036955688148736954,80.2762680053711
1779215750953,NPRDt,11,0,0.010717852972447872,0.010717852972447872,0.10239900648593903,208.7865447998047
1779215771993,m8PYD,12,0,0.006966507527977228,0.006966507527977228,0.0811508297920227,167.43043518066406
1779215792662,aeH7C,13,0,0.08630876243114471,0.08630876243114471,0.2934303283691406,583.2789306640625
1779215815373,gXt8w,14,0,0.0007155978819355369,0.0007155978819355369,0.023313282057642937,52.723087310791016
1779215830817,MIQIg,15,0,0.0011022199178114533,0.0011022199178114533,0.030060524120926857,66.51392364501953
1779215866529,WCgKT,16,0,0.0034201464150100946,0.0034201464150100946,0.05659141018986702,118.9493179321289
1779215886316,yFT6f,17,0,0.011580567806959152,0.011580567806959152,0.10664167255163193,217.01974487304688
1779215897139,PSNto,18,0,0.007079034578055143,0.007079034578055143,0.08289003372192383,170.4413299560547
1779215939551,kQv2f,19,0,0.0043755085207521915,0.0043755085207521915,0.06450127810239792,134.43080139160156
1779215946339,Ytp80,20,0,0.08903104811906815,0.08903104811906815,0.29803162813186646,592.3234252929688
1779215973074,dp2GL,21,0,0.0005996943218633533,0.0005996943218633533,0.020302727818489075,44.76231002807617
1779215981240,F0Wi7,22,0,0.00027065383619628847,0.00027065383619628847,0.013252755627036095,30.062685012817383
1779216043858,DBY7A,23,0,0.000703086203429848,0.000703086203429848,0.022948764264583588,51.834327697753906
1779216060149,PCN4C,24,0,0.023976407945156097,0.023976407945156097,0.15414176881313324,310.2539978027344
1779216081297,ehPKP,25,0,0.0013260949635878205,0.0013260949635878205,0.0334601067006588,73.42620849609375
1779216099037,v3vvh,26,0,0.004513563122600317,0.004513563122600317,0.06524394452571869,135.94325256347656
1779216121491,hpOi5,27,0,0.00025222820113413036,0.00025222820113413036,0.012410341762006283,25.23354721069336
1779216149290,sJWET,28,0,0.00666872039437294,0.00666872039437294,0.0802990272641182,165.51397705078125
1779216209464,RcAIq,29,0,0.0004018853360321373,0.0004018853360321373,0.01630384847521782,27.45956039428711
1779216222497,qz9oV,30,0,0.002092270180583,0.002092270180583,0.04341491684317589,77.24873352050781
1779216360524,rB7ik,31,0,0.0017124420264735818,0.0017124420264735818,0.03880317509174347,83.95109558105469
1779216374872,uf7bk,32,0,0.05732876434922218,0.05732876434922218,0.23280754685401917,467.8543395996094
1779216511557,HFoz3,33,0,0.0006038907449692488,0.0006038907449692488,0.021439077332615852,48.38523864746094
1779216573566,uqsz1,34,0,0.0017515502404421568,0.0017515502404421568,0.03821023553609848,82.99356079101562
1779216666979,yA4ml,35,0,0.09634843468666077,0.09634843468666077,0.3100661635398865,615.9005737304688
1779216674856,rhS1T,36,0,0.00040813040686771274,0.00040813040686771274,0.016995472833514214,38.946998596191406
1779216685504,ODkJp,37,0,0.09537115693092346,0.09537115693092346,0.3084862232208252,612.8023681640625
1779216692186,KVPDm,38,0,0.00032397679751738906,0.00032397679751738906,0.014190462417900562,25.49535369873047
1779216733373,f1t2S,39,0,0.0002375739859417081,0.0002375739859417081,0.01221578847616911,27.271726608276367
1779216776351,AqRzA,40,0,0.018244808539748192,0.018244808539748192,0.11133395880460739,228.45814514160156
1779216819861,pvqee,41,0,0.0009393151849508286,0.0009393151849508286,0.02656216360628605,44.809993743896484
1779216840510,Qwii9,42,0,0.00033046267344616354,0.00033046267344616354,0.014593529514968395,30.812395095825195
1779216851322,QDRcb,43,0,0.00023124771541915834,0.00023124771541915834,0.012116027995944023,25.670961380004883
1779216869975,NsXj2,44,0,0.0011314967414364219,0.0011314967414364219,0.030377130955457687,67.27005767822266
1779216882649,T6Xnw,45,0,0.004123243037611246,0.004123243037611246,0.062481075525283813,130.4758758544922
1779216911808,ffwGs,46,0,0.003355583641678095,0.003355583641678095,0.0559832938015461,101.70001983642578
1779217020543,E8FeK,47,0,0.0004937841440550983,0.0004937841440550983,0.01898525282740593,43.23419952392578
1779217034217,d9z17,48,0,0.09498122334480286,0.09498122334480286,0.3078535497188568,611.561767578125
1779217047105,q98DK,49,0,0.0002775860484689474,0.0002775860484689474,0.012947172857820988,25.1341552734375
1779217076787,Li1Ui,50,0,0.0003419368586037308,0.0003419368586037308,0.014973551966249943,33.807552337646484
1779217234792,lvKAS,51,0,0.001142469816841185,0.001142469816841185,0.030607106164097786,52.209529876708984
1779217241240,uaxep,52,0,0.0008995016687549651,0.0008995016687549651,0.026051132008433342,58.336734771728516
1779217258491,Z4tdy,53,0,0.0013539774809032679,0.0013539774809032679,0.03396192565560341,74.2601089477539
1779217263588,AJo5a,54,0,0.0008411513990722597,0.0008411513990722597,0.025247003883123398,42.458702087402344
1779217317575,D4MSV,55,0,0.0007196465157903731,0.0007196465157903731,0.022673094645142555,50.91844177246094
1779217362724,bfDbK,56,0,0.0036342954263091087,0.0036342954263091087,0.05846996232867241,122.61213684082031
1779217408939,Ri5Ep,57,0,0.0002875372883863747,0.0002875372883863747,0.01333635114133358,29.757322311401367
1779217415782,iNWto,58,0,0.00039416493382304907,0.00039416493382304907,0.015954386442899704,34.89759826660156
1779217544270,UdTyg,59,0,0.0010048886761069298,0.0010048886761069298,0.02834394946694374,63.16360855102539
