Run,Experiment,TimeTrack_Size,Dataset2_3_Size,Dataset,Model,Samples,Train Time (s),Memory Used (MB),Max CPU (%),Avg CPU (%),MAE,MSE,MAPE
8,Size_300_45,300,45,TimeTrack,GRU,300,1.8171,38.97,17.44,11.38,0.005834529533990995,5.115226726023191e-05,3.1333741824861976
8,Size_300_45,300,45,TimeTrack,RNN,300,0.9889,11.53,17.38,10.96,0.005385909239801632,4.4945486578790624e-05,2.8733934174277835
8,Size_300_45,300,45,TimeTrack,CNN,300,0.4698,7.2,11.51,7.75,0.005460889494193617,4.865675085431813e-05,2.927653099157661
8,Size_300_45,300,45,TimeTrack,Transformer,300,1.6875,27.82,19.95,13.02,0.010859496703393071,0.0001566816091389253,5.68949171175984
8,Size_300_45,300,45,Dataset2,LSTM,45,1.2465,32.83,14.12,8.87,0.015662089337501264,0.0005387228906080174,16.656750996523645
8,Size_300_45,300,45,Dataset2,GRU,45,1.2153,36.56,17.44,8.95,0.012277383917413653,0.0005831953386933669,11.285199417120555
8,Size_300_45,300,45,Dataset2,RNN,45,0.7108,14.28,11.62,8.33,0.013163001437541632,0.00041549896465380143,15.487280434649156
8,Size_300_45,300,45,Dataset2,CNN,45,0.4668,7.5,10.77,7.4,0.023006114923833858,0.0006770956275039046,27.336105819031015
8,Size_300_45,300,45,Dataset2,Transformer,45,1.2321,25.35,13.28,9.39,0.036078262737212305,0.0018317012066637356,41.62151754253868
8,Size_300_45,300,45,Dataset3,LSTM,45,1.4666,38.58,14.12,9.17,0.09626538804659705,0.011012323725030443,21.950056097490172
8,Size_300_45,300,45,Dataset3,GRU,45,1.3461,35.79,15.78,9.25,0.08552005040968881,0.009163325996104966,19.05946268847636
8,Size_300_45,300,45,Dataset3,RNN,45,0.6662,12.42,12.39,7.95,0.12738641547873808,0.02088773512460159,29.83270082761799
8,Size_300_45,300,45,Dataset3,CNN,45,0.7805,7.59,306.72,46.73,0.09423306550358908,0.01012705393445464,21.27158263600051
8,Size_300_45,300,45,Dataset3,Transformer,45,1.2625,24.33,13.29,9.41,0.42834674628981967,0.1905891343370689,89.36816811440258
8,Size_600_90,600,90,TimeTrack,LSTM,600,1.736,35.74,19.93,11.52,0.008004349302311024,0.0002676642001202034,3.8893814273637743
8,Size_600_90,600,90,TimeTrack,GRU,600,1.7906,39.81,19.06,11.5,0.008635053270518125,0.0002642992507403205,4.26452089273859
8,Size_600_90,600,90,TimeTrack,RNN,600,1.177,15.77,19.86,12.83,0.006778695813851055,0.00023452795324331685,3.2240984763417413
8,Size_600_90,600,90,TimeTrack,CNN,600,0.5948,7.17,14.88,9.33,0.007381261641326899,0.00025440665923841005,3.55444000418121
8,Size_600_90,600,90,TimeTrack,Transformer,600,2.2718,27.07,21.51,15.33,0.007954840081276357,0.00029485133921321183,3.8252194577229717
8,Size_600_90,600,90,Dataset2,LSTM,90,1.3481,33.89,14.12,9.28,0.011671663558049014,0.00042725796853542916,12.586405180330406
8,Size_600_90,600,90,Dataset2,GRU,90,1.2039,43.29,16.62,8.83,0.01774748822133083,0.0004422736047274955,22.44736061821005
8,Size_600_90,600,90,Dataset2,RNN,90,0.9214,7.36,14.12,9.9,0.01113770638065121,0.0002535447879577407,13.926917842584372
8,Size_600_90,600,90,Dataset2,CNN,90,0.4936,7.62,11.62,7.6,0.01542675483430762,0.00042191967045800827,18.824861865131467
8,Size_600_90,600,90,Dataset2,Transformer,90,1.2569,25.82,16.59,10.49,0.010207592831982344,0.00044618293018190084,10.022926375834654
8,Size_600_90,600,90,Dataset3,LSTM,90,1.2808,42.73,15.78,9.0,0.07901060745097908,0.009715805505487635,29.797029668480747
8,Size_600_90,600,90,Dataset3,GRU,90,1.2209,38.27,14.12,9.05,0.07417029051192489,0.008113473198195057,30.092008113824413
8,Size_600_90,600,90,Dataset3,RNN,90,0.7376,13.3,14.1,8.86,0.10388965718758852,0.016429986046965304,46.01412867629239
8,Size_600_90,600,90,Dataset3,CNN,90,0.512,7.87,11.62,8.0,0.07240952249594244,0.009069626571559457,26.537790628086572
8,Size_600_90,600,90,Dataset3,Transformer,90,1.3243,25.45,14.95,10.45,0.18386185021370666,0.04270919547309519,61.56762694165676
8,Size_1200_180,1200,180,TimeTrack,LSTM,1200,3.798,39.37,20.76,14.65,0.004750052483517822,3.6725202402129546e-05,2.585005946878934
8,Size_1200_180,1200,180,TimeTrack,GRU,1200,2.6646,41.02,23.22,14.44,0.0048440415983824255,3.80120948858886e-05,2.6395116809466153
8,Size_1200_180,1200,180,TimeTrack,RNN,1200,1.6571,5.79,20.75,14.82,0.005101388485187745,4.284385854389635e-05,2.78244122603166
8,Size_1200_180,1200,180,TimeTrack,CNN,1200,0.8081,7.87,14.95,10.63,0.004927921605213144,3.9097597045756125e-05,2.685649662634361
8,Size_1200_180,1200,180,TimeTrack,Transformer,1200,2.0141,23.84,24.09,15.83,0.004934636937890354,4.104295567618499e-05,2.704842296862136
8,Size_1200_180,1200,180,Dataset2,LSTM,180,1.2888,30.27,16.56,9.0,0.03102307131775491,0.0011938308329357303,37.494650655520786
8,Size_1200_180,1200,180,Dataset2,GRU,180,1.243,38.93,15.72,9.39,0.029003997052854634,0.0010459882142402244,34.355910017425096
8,Size_1200_180,1200,180,Dataset2,RNN,180,0.7018,12.41,11.62,8.03,0.02402418024430187,0.0009076871000195297,27.30781067742494
8,Size_1200_180,1200,180,Dataset2,CNN,180,0.4989,7.74,10.57,7.35,0.025967846241291604,0.0009291472695642513,30.073693257398105
8,Size_1200_180,1200,180,Dataset2,Transformer,180,1.4416,25.32,17.43,11.58,0.02076518228750688,0.0009778358244304027,18.77343996605339
8,Size_1200_180,1200,180,Dataset3,LSTM,180,1.5076,38.82,357.84,33.52,0.12932663305359754,0.021873206763175685,20.912004128383625
8,Size_1200_180,1200,180,Dataset3,GRU,180,1.3525,37.6,15.78,9.5,0.18691211201479585,0.03859089167445524,30.51690743328362
8,Size_1200_180,1200,180,Dataset3,RNN,180,0.7267,18.33,15.77,9.35,0.32395994254562166,0.1175990726571906,53.65237848744254
8,Size_1200_180,1200,180,Dataset3,CNN,180,0.5016,8.37,11.58,7.44,0.12575687371882022,0.023134003842420182,20.46120311986212
8,Size_1200_180,1200,180,Dataset3,Transformer,180,1.4216,26.02,17.45,11.84,0.443530407537093,0.20056929096540976,73.70533677370443
8,Size_2400_360,2400,360,TimeTrack,LSTM,2400,3.1367,37.06,21.59,14.5,0.017310071642065356,0.0008501900210927476,7.4620450379847965
8,Size_2400_360,2400,360,TimeTrack,GRU,2400,2.9848,39.69,21.58,14.73,0.018347238373939794,0.0010343729999506338,7.6787848956057685
8,Size_2400_360,2400,360,TimeTrack,RNN,2400,1.9855,13.23,23.28,16.42,0.01810185848413173,0.0008497824089397607,8.056691692307165
8,Size_2400_360,2400,360,TimeTrack,CNN,2400,2.5047,7.47,15.78,13.18,0.017387866146575753,0.0008075630214605722,7.689963591480497
8,Size_2400_360,2400,360,TimeTrack,Transformer,2400,2.586,26.94,26.57,18.07,0.020923881916970533,0.00129269102889406,8.720374054981253
8,Size_2400_360,2400,360,Dataset2,LSTM,360,1.8233,34.77,16.61,11.45,0.0236176489702267,0.0006845538250625184,29.711845742190185
8,Size_2400_360,2400,360,Dataset2,GRU,360,2.3372,32.55,19.09,12.63,0.028807800048587122,0.0009133555760845755,38.48742538255321
8,Size_2400_360,2400,360,Dataset2,RNN,360,1.5262,6.8,16.61,11.96,0.01837027830665853,0.000504421343955543,23.497837301863115
8,Size_2400_360,2400,360,Dataset2,CNN,360,1.0869,6.75,13.28,10.34,0.01793432156490717,0.0005031677327987959,22.106784366626737
8,Size_2400_360,2400,360,Dataset2,Transformer,360,1.6312,24.71,22.28,13.82,0.027942419350858547,0.0008512694818578172,37.43476434934357
8,Size_2400_360,2400,360,Dataset3,LSTM,360,1.2842,34.52,16.61,9.76,0.10261788166033788,0.014980368061045773,19.38844383469916
8,Size_2400_360,2400,360,Dataset3,GRU,360,2.246,32.91,16.62,12.36,0.07391047604496867,0.007846298779686617,14.635959899755518
8,Size_2400_360,2400,360,Dataset3,RNN,360,1.2537,6.74,375.84,40.07,0.07017686822026185,0.006790683070172546,14.32445385668115
8,Size_2400_360,2400,360,Dataset3,CNN,360,1.1531,8.84,13.29,10.25,0.07356583145931576,0.007782627234840109,14.755017626230929
8,Size_2400_360,2400,360,Dataset3,Transformer,360,1.67,24.07,20.76,13.55,0.24467574804497813,0.07314104949024612,44.07627518477044
8,Size_4800_720,4800,720,TimeTrack,LSTM,4800,14.0996,41.19,21.57,17.01,0.01706606104010278,0.0009729172616446194,7.37290035039979
8,Size_4800_720,4800,720,TimeTrack,GRU,4800,9.8681,37.62,23.22,17.49,0.014915547904377068,0.0009397518488895267,6.031575412033016
8,Size_4800_720,4800,720,TimeTrack,RNN,4800,2.6634,16.65,24.88,17.85,0.01665987164165747,0.001049185896989743,6.774386975480419
8,Size_4800_720,4800,720,TimeTrack,CNN,4800,4.1877,6.41,17.43,13.98,0.01682063312181241,0.0009417218269853674,7.303419802867774
8,Size_4800_720,4800,720,TimeTrack,Transformer,4800,3.4289,28.3,28.23,19.22,0.025885069550925188,0.005099890199050985,8.1508635895155
8,Size_4800_720,4800,720,Dataset2,LSTM,720,8.8885,804.69,20.75,9.88,0.02086534793573545,0.0006652256152927977,25.648357183904334
8,Size_4800_720,4800,720,Dataset2,GRU,720,2.123,10.92,25.64,12.15,0.023530663443652837,0.0006940794622650807,30.842966989034508
8,Size_4800_720,4800,720,Dataset2,RNN,720,1.1284,6.16,19.94,12.03,0.01754527748339342,0.0004657636277216964,21.73808996664547
8,Size_4800_720,4800,720,Dataset2,CNN,720,1.1259,4.74,14.12,11.17,0.018567340746075814,0.00045782719585331485,24.169950883327637
8,Size_4800_720,4800,720,Dataset2,Transformer,720,1.368,3.78,21.61,12.27,0.020815269903104817,0.0006237221075962024,26.067971425287368
8,Size_4800_720,4800,720,Dataset3,LSTM,720,4.0871,5.95,23.24,14.48,0.07014736372031441,0.007433975543702686,21.43249404446034
8,Size_4800_720,4800,720,Dataset3,GRU,720,4.3826,7.7,24.07,15.13,0.06202254391003215,0.00572792412924651,17.091822189630022
8,Size_4800_720,4800,720,Dataset3,RNN,720,1.7168,0.49,20.77,14.24,0.060587263088477075,0.0055153230911182865,16.3760006538396
8,Size_4800_720,4800,720,Dataset3,CNN,720,1.8576,0.48,14.96,11.64,0.06475932531726183,0.006066504855129754,18.20736929881282
8,Size_4800_720,4800,720,Dataset3,Transformer,720,2.6703,9.78,20.77,15.45,0.13476810784249857,0.024530257688635874,36.67740648838304
8,Size_9600_1440,9600,1440,TimeTrack,LSTM,9600,12.9711,10.71,23.25,17.41,0.008938715485702506,0.0003446909750699782,3.9880922372681566
8,Size_9600_1440,9600,1440,TimeTrack,GRU,9600,11.5862,9.71,24.07,18.03,0.009351041130504478,0.0003384450840862797,4.223477753269294
8,Size_9600_1440,9600,1440,TimeTrack,RNN,9600,10.4479,8.84,24.91,20.22,0.009278260507512596,0.00033082895529787935,4.2756863394329905
8,Size_9600_1440,9600,1440,TimeTrack,CNN,9600,4.465,7.36,16.62,14.02,0.009048438300638293,0.00033462419857905386,4.063324846082473
8,Size_9600_1440,9600,1440,TimeTrack,Transformer,9600,3.8439,11.05,24.93,18.66,0.018146223402996455,0.0029171597350944076,6.422306063584377
8,Size_9600_1440,9600,1440,Dataset2,LSTM,1440,2.8525,6.29,21.6,13.74,0.02092523439209632,0.0009820449663606218,23.235476790566707
8,Size_9600_1440,9600,1440,Dataset2,GRU,1440,2.1289,20.72,25.78,13.16,0.025072989933737813,0.0010136678199170021,31.042227550156433
8,Size_9600_1440,9600,1440,Dataset2,RNN,1440,1.626,7.06,21.59,14.77,0.015495652825743372,0.0006884692062171419,17.566317681019083
8,Size_9600_1440,9600,1440,Dataset2,CNN,1440,2.0251,2.23,14.94,12.22,0.013437605444722464,0.0006129338829525095,15.059457047851184
8,Size_9600_1440,9600,1440,Dataset2,Transformer,1440,1.4204,18.03,23.25,13.58,0.02046908456001748,0.0009786055116157066,22.533710972846013
8,Size_9600_1440,9600,1440,Dataset3,LSTM,1440,6.3314,25.75,440.07,22.86,0.07123979680464701,0.008424710981853262,27.704976044648777
8,Size_9600_1440,9600,1440,Dataset3,GRU,1440,6.7457,25.6,23.26,16.41,0.06707334834534108,0.007954921558110934,24.593586314032315
8,Size_9600_1440,9600,1440,Dataset3,RNN,1440,1.5886,12.91,20.72,14.66,0.06713054196553442,0.007970678227984232,24.265912431494193
8,Size_9600_1440,9600,1440,Dataset3,CNN,1440,1.5851,6.35,407.13,37.42,0.07100184330981274,0.008176289604368135,28.547958442689588
8,Size_9600_1440,9600,1440,Dataset3,Transformer,1440,3.9897,23.47,22.43,17.67,0.1284095565972389,0.0244489004102062,61.767667035682535
8,Size_19200_2880,19200,2880,TimeTrack,LSTM,19200,16.6392,21.99,24.08,17.78,0.006743773899974239,0.00016169069370325844,3.328957966643692
8,Size_19200_2880,19200,2880,TimeTrack,GRU,19200,18.5968,27.39,24.93,18.68,0.006886000760995166,0.00016446383143687324,3.4083584130450832
8,Size_19200_2880,19200,2880,TimeTrack,RNN,19200,9.6355,10.19,24.1,20.05,0.0076424550052474624,0.00018274793040168628,3.771111741438815
8,Size_19200_2880,19200,2880,TimeTrack,CNN,19200,7.3564,3.83,19.08,14.44,0.007341181883044506,0.00017251156289632187,3.6184079423087274
8,Size_19200_2880,19200,2880,TimeTrack,Transformer,19200,14.3865,22.27,25.74,20.82,0.009124633527183821,0.0002575645178608706,4.485632925899754
8,Size_19200_2880,19200,2880,Dataset2,LSTM,2880,4.7887,30.73,23.16,16.13,0.024039775914807052,0.0015202506076831294,27.567583106181637
8,Size_19200_2880,19200,2880,Dataset2,GRU,2880,7.2971,33.71,23.82,17.15,0.021876424058051593,0.0014398520030774107,24.84509548278276
8,Size_19200_2880,19200,2880,Dataset2,RNN,2880,1.7843,13.79,24.92,16.05,0.015750128917173492,0.0011340711571692051,17.096795936754877
8,Size_19200_2880,19200,2880,Dataset2,CNN,2880,1.9319,2.87,16.6,12.93,0.015538298674834645,0.0010563148833855286,17.285615069574003
8,Size_19200_2880,19200,2880,Dataset2,Transformer,2880,2.6316,24.32,27.33,17.38,0.02610827668423087,0.0020244880949457293,29.68531376134209
8,Size_19200_2880,19200,2880,Dataset3,LSTM,2880,10.4791,22.03,22.42,16.85,0.0659440588577476,0.008231070670189647,20.683012094036908
8,Size_19200_2880,19200,2880,Dataset3,GRU,2880,6.4143,35.59,23.12,16.87,0.06603648210458349,0.00836390160981324,20.507947028960444
8,Size_19200_2880,19200,2880,Dataset3,RNN,2880,3.1964,4.3,24.08,17.6,0.06303048964028572,0.007882400088872973,19.05708092682125
8,Size_19200_2880,19200,2880,Dataset3,CNN,2880,2.9963,9.23,15.77,13.3,0.06381079069035599,0.0074263187816784185,21.420766572305876
8,Size_19200_2880,19200,2880,Dataset3,Transformer,2880,2.6263,25.12,28.25,17.64,0.12328806708807816,0.022205066079237338,44.8385620794768
8,Size_38400_5760,38400,5760,TimeTrack,LSTM,38400,51.539,38.73,24.08,18.06,0.0109310992698823,0.0010772301903498641,4.70309687781921
8,Size_38400_5760,38400,5760,TimeTrack,GRU,38400,40.9959,41.45,24.91,18.62,0.01149964157191774,0.0010874068459748659,5.080011841844552
8,Size_38400_5760,38400,5760,TimeTrack,RNN,38400,16.321,11.2,24.91,20.73,0.011761337218055421,0.0011501961984392562,4.919087315095333
8,Size_38400_5760,38400,5760,TimeTrack,CNN,38400,23.3339,5.83,17.44,14.57,0.01139094244687659,0.0010945931829334597,4.99669985442928
8,Size_38400_5760,38400,5760,TimeTrack,Transformer,38400,19.0238,25.94,29.78,21.32,0.025530317694022073,0.00585656578542439,8.927028308691822
8,Size_38400_5760,38400,5760,Dataset2,LSTM,5760,7.2126,12.7,23.24,17.15,0.04718973458453185,0.0032950041551480023,20.627828006915227
8,Size_38400_5760,38400,5760,Dataset2,GRU,5760,6.3285,29.73,23.24,17.5,0.061619846726589864,0.005552771366257401,25.034639009076777
8,Size_38400_5760,38400,5760,Dataset2,RNN,5760,3.4211,10.58,22.44,16.36,0.05103589821710581,0.0038927332475633,22.042284371545737
8,Size_38400_5760,38400,5760,Dataset2,CNN,5760,5.3131,6.81,16.58,13.74,0.037056185974388506,0.002279813008393591,16.413293996747722
8,Size_38400_5760,38400,5760,Dataset2,Transformer,5760,2.5209,22.1,29.9,17.36,0.1372188389621947,0.027841606295685578,51.335242832498864
8,Size_38400_5760,38400,5760,Dataset3,LSTM,5760,10.8601,36.62,23.23,17.46,0.06297436064993688,0.007498377734856617,23.660643152584385
8,Size_38400_5760,38400,5760,Dataset3,GRU,5760,8.778,29.87,24.88,17.83,0.061938495093367504,0.007802651722168189,21.212573429945277
8,Size_38400_5760,38400,5760,Dataset3,RNN,5760,6.6757,10.49,23.22,16.9,0.060793146915487074,0.007351553909506181,20.480278272491635
8,Size_38400_5760,38400,5760,Dataset3,CNN,5760,4.4039,7.15,16.61,13.74,0.05790064748787184,0.006767046768964284,20.630464147157372
8,Size_38400_5760,38400,5760,Dataset3,Transformer,5760,2.7906,22.45,29.03,18.92,0.12446744592531726,0.023641915681242635,48.27346344255741
9,Size_300_45,300,45,TimeTrack,LSTM,300,1.7,36.12,17.37,10.63,0.004924519325942367,4.081561645534586e-05,2.6233370513967813
9,Size_300_45,300,45,TimeTrack,GRU,300,1.4994,35.88,19.08,10.56,0.00559641461589924,4.852505854066104e-05,3.007070145388845
9,Size_300_45,300,45,TimeTrack,RNN,300,1.6716,17.08,18.28,12.83,0.006147774806561868,5.8828203544094495e-05,3.250568896478752
9,Size_300_45,300,45,TimeTrack,CNN,300,0.6396,8.49,14.11,9.08,0.004985039381446734,4.214504060826312e-05,2.654129957683129
9,Size_300_45,300,45,TimeTrack,Transformer,300,2.011,26.55,18.29,12.68,0.01082665454412183,0.00015596938910567416,5.67196159168867
9,Size_300_45,300,45,Dataset2,LSTM,45,1.4128,34.29,14.11,8.78,0.016225442637595868,0.0005194977321342448,17.694427053779265
9,Size_300_45,300,45,Dataset2,GRU,45,1.2323,37.84,19.11,8.9,0.018717346794144503,0.0005957651187798299,21.002562709420243
9,Size_300_45,300,45,Dataset2,RNN,45,0.7986,13.24,13.28,8.17,0.016365250625816972,0.0004212918871854968,19.29815771896212
9,Size_300_45,300,45,Dataset2,CNN,45,0.5395,6.68,10.77,7.68,0.01753786028100669,0.00046647731694345794,20.326902721862798
9,Size_300_45,300,45,Dataset2,Transformer,45,1.3589,24.2,13.28,9.38,0.03611548211258424,0.0018343882127528058,41.67015056875168
9,Size_300_45,300,45,Dataset3,LSTM,45,1.3643,34.48,15.78,9.02,0.09540673204891204,0.010854136374721993,21.73932173404031
9,Size_300_45,300,45,Dataset3,GRU,45,1.3986,40.4,15.78,8.91,0.08680581626193577,0.008728753357544321,18.91942861303834
9,Size_300_45,300,45,Dataset3,RNN,45,0.723,14.84,14.12,8.44,0.1269719214104843,0.01950328286143987,29.3117037050219
9,Size_300_45,300,45,Dataset3,CNN,45,0.7319,8.08,10.8,8.38,0.09663491129935672,0.010979874022015723,22.098275980089127
9,Size_300_45,300,45,Dataset3,Transformer,45,1.4165,24.72,12.45,9.12,0.4282820528984966,0.19053371611494435,89.35421158258553
9,Size_600_90,600,90,TimeTrack,LSTM,600,2.0835,39.48,21.4,12.03,0.008011839374261651,0.0002662899301841612,3.8964644261518564
9,Size_600_90,600,90,TimeTrack,GRU,600,2.1078,39.34,20.77,12.29,0.008255551190442887,0.000262037259963832,4.058491908341779
9,Size_600_90,600,90,TimeTrack,RNN,600,1.3537,7.39,19.95,13.06,0.00770719572513526,0.00025721313401158693,3.734730024067744
9,Size_600_90,600,90,TimeTrack,CNN,600,1.4967,7.41,14.95,11.41,0.00748623164007052,0.0002697626210354239,3.5397871852611957
9,Size_600_90,600,90,TimeTrack,Transformer,600,2.5717,26.67,21.52,15.14,0.007934104736632036,0.0002948051765098955,3.813294992390428
9,Size_600_90,600,90,Dataset2,LSTM,90,1.265,35.62,14.12,8.56,0.012199401756557387,0.0005188484721646903,12.34083936141408
9,Size_600_90,600,90,Dataset2,GRU,90,1.2314,40.5,16.6,8.81,0.012075697381285628,0.0005378039671888165,12.030040654156803
9,Size_600_90,600,90,Dataset2,RNN,90,1.1242,15.66,14.12,10.28,0.009936436558837074,0.00017259007961736855,12.57181981725407
9,Size_600_90,600,90,Dataset2,CNN,90,0.5323,7.71,10.79,7.69,0.018973701050682256,0.0004919485244677362,23.883880145039445
9,Size_600_90,600,90,Dataset2,Transformer,90,1.3947,25.09,15.78,10.44,0.010404047400630594,0.000455358451247556,10.213864588566926
9,Size_600_90,600,90,Dataset3,LSTM,90,1.5053,38.32,16.61,9.12,0.08728135844774929,0.010594763469793447,37.084230073811
9,Size_600_90,600,90,Dataset3,GRU,90,1.3291,41.2,17.43,9.19,0.08248001530783161,0.009364187899818629,36.20884365234811
9,Size_600_90,600,90,Dataset3,RNN,90,0.6734,6.57,10.79,7.89,0.1296011417030943,0.025102941987447315,43.72123841556251
9,Size_600_90,600,90,Dataset3,CNN,90,0.504,8.25,9.95,7.25,0.08296035952843937,0.010219899556926865,31.557980934168743
9,Size_600_90,600,90,Dataset3,Transformer,90,1.4008,23.43,14.95,10.26,0.1834931358811261,0.04257374642457709,61.41984872776435
9,Size_1200_180,1200,180,TimeTrack,LSTM,1200,2.4469,39.7,190.64,20.95,0.004659623909345784,3.548048793079425e-05,2.531897321820633
9,Size_1200_180,1200,180,TimeTrack,GRU,1200,2.6296,39.23,24.84,14.33,0.004860430505232739,3.781305381197447e-05,2.641490396486572
9,Size_1200_180,1200,180,TimeTrack,RNN,1200,3.2926,13.5,21.57,16.52,0.0049937036555507755,4.055505102989238e-05,2.721940524049958
9,Size_1200_180,1200,180,TimeTrack,CNN,1200,0.8525,6.96,14.1,10.74,0.005183741003770084,4.4829025485600176e-05,2.8426670784921453
9,Size_1200_180,1200,180,TimeTrack,Transformer,1200,2.2703,27.11,26.59,16.31,0.004954020969426553,4.138338152684819e-05,2.716050819822809
9,Size_1200_180,1200,180,Dataset2,LSTM,180,1.3022,28.96,16.59,9.03,0.02782634973745064,0.0009887300620172019,32.54465782282743
9,Size_1200_180,1200,180,Dataset2,GRU,180,1.2446,36.07,14.95,9.26,0.031935538225957356,0.0012507574096335952,38.916584282701834
9,Size_1200_180,1200,180,Dataset2,RNN,180,0.8264,18.12,14.83,9.63,0.02689532262648624,0.0013504600474057423,28.37006947320793
9,Size_1200_180,1200,180,Dataset2,CNN,180,0.4796,8.0,11.57,7.41,0.02659286328219093,0.0009590859873194119,30.768775396931787
9,Size_1200_180,1200,180,Dataset2,Transformer,180,1.5288,25.17,17.35,11.84,0.020796508034491925,0.000981517391722585,18.781396576930977
9,Size_1200_180,1200,180,Dataset3,LSTM,180,1.5477,36.96,299.22,28.54,0.12522776100207803,0.021519989460862476,20.29840430783035
9,Size_1200_180,1200,180,Dataset3,GRU,180,1.4381,38.82,15.78,10.01,0.13880277958653683,0.0232784405084758,22.471279540773214
9,Size_1200_180,1200,180,Dataset3,RNN,180,0.8348,12.43,17.44,9.56,0.18896694215496485,0.048251661874840715,30.669369296820154
9,Size_1200_180,1200,180,Dataset3,CNN,180,0.4731,7.87,11.58,7.42,0.20784636024833855,0.048422614569592085,34.21645993648144
9,Size_1200_180,1200,180,Dataset3,Transformer,180,1.6368,25.94,16.62,11.83,0.4434739917408131,0.2005192499059207,73.69582258693653
9,Size_2400_360,2400,360,TimeTrack,LSTM,2400,3.9444,36.61,25.69,15.49,0.018404143603197417,0.0008058982744466582,8.234290792120976
9,Size_2400_360,2400,360,TimeTrack,GRU,2400,2.6728,37.8,22.41,14.37,0.01635252123829963,0.0008580840543962371,6.899968072773015
9,Size_2400_360,2400,360,TimeTrack,RNN,2400,2.0022,15.54,22.43,16.15,0.019332691384046086,0.0008458602256551545,8.792946490285525
9,Size_2400_360,2400,360,TimeTrack,CNN,2400,1.6637,8.61,16.59,12.85,0.01906291273321017,0.0008971317526671668,8.427919802734042
9,Size_2400_360,2400,360,TimeTrack,Transformer,2400,3.4783,28.74,25.72,18.27,0.0209256102022772,0.00129300000783417,8.720856713894156
9,Size_2400_360,2400,360,Dataset2,LSTM,360,1.2392,27.06,17.32,9.62,0.026569665328091352,0.0007872309713491081,34.896112108008495
9,Size_2400_360,2400,360,Dataset2,GRU,360,1.4332,34.24,19.92,10.75,0.02645733515960571,0.0007829419134245656,34.663782323792006
9,Size_2400_360,2400,360,Dataset2,RNN,360,1.3184,13.41,15.75,11.19,0.017251536016664636,0.0004583228188956256,21.75097678508445
9,Size_2400_360,2400,360,Dataset2,CNN,360,1.2601,7.21,13.28,10.37,0.01767888176729188,0.0004921608664455714,22.15406144331665
9,Size_2400_360,2400,360,Dataset2,Transformer,360,1.8032,26.11,20.76,13.86,0.02795113205980859,0.0008517356629985025,37.4495187718487
9,Size_2400_360,2400,360,Dataset3,LSTM,360,1.2788,31.73,16.62,9.77,0.09981844425199966,0.01413725606630343,19.116163292322106
9,Size_2400_360,2400,360,Dataset3,GRU,360,1.4284,34.5,19.07,10.43,0.09573405320938894,0.013280159425865159,17.858938332961504
9,Size_2400_360,2400,360,Dataset3,RNN,360,1.6115,13.69,15.74,12.0,0.06987117981802042,0.006656565316145623,14.270141802416415
9,Size_2400_360,2400,360,Dataset3,CNN,360,1.5368,7.2,14.06,10.65,0.07250092950464293,0.0075307214129935116,14.656804964656288
9,Size_2400_360,2400,360,Dataset3,Transformer,360,1.7877,25.98,22.4,13.7,0.24465481659672286,0.07313051822185446,44.07209571297077
9,Size_4800_720,4800,720,TimeTrack,LSTM,4800,11.6924,38.96,22.4,17.15,0.013967368408891926,0.0009212723947986912,5.651105291982857
9,Size_4800_720,4800,720,TimeTrack,GRU,4800,9.7362,44.65,23.13,16.96,0.015127966059690022,0.0009551375466075546,6.118415151391663
9,Size_4800_720,4800,720,TimeTrack,RNN,4800,5.9856,7.89,24.89,19.52,0.017158944193467564,0.0009917887534586765,7.264774843653063
9,Size_4800_720,4800,720,TimeTrack,CNN,4800,5.0398,7.11,16.61,13.95,0.01401073043659566,0.0009401180819804428,5.5609767521682025
9,Size_4800_720,4800,720,TimeTrack,Transformer,4800,3.2058,26.92,27.4,19.01,0.025865421949921003,0.005101059753622202,8.138924269620368
9,Size_4800_720,4800,720,Dataset2,LSTM,720,1.8451,31.02,19.93,12.06,0.02515838509406337,0.0007393522236964689,33.88958496533407
9,Size_4800_720,4800,720,Dataset2,GRU,720,1.6138,37.38,21.59,11.3,0.018237755270190805,0.0006430636357786973,20.85442385971385
9,Size_4800_720,4800,720,Dataset2,RNN,720,1.4186,15.46,19.93,13.59,0.015260738625108608,0.00040411285788849596,18.213964935031555
9,Size_4800_720,4800,720,Dataset2,CNN,720,0.8855,6.91,15.77,10.34,0.01612811052280312,0.00042847599598550684,19.50564665930397
9,Size_4800_720,4800,720,Dataset2,Transformer,720,1.2221,25.32,21.52,12.58,0.020715673876115392,0.0006222792238683436,25.879607398899495
9,Size_4800_720,4800,720,Dataset3,LSTM,720,4.1672,37.62,19.92,14.46,0.06735741828734891,0.006744590831066886,19.231756590830564
9,Size_4800_720,4800,720,Dataset3,GRU,720,3.9481,44.49,19.93,14.49,0.0631922402732981,0.005873192116554765,17.431823540893948
9,Size_4800_720,4800,720,Dataset3,RNN,720,1.6815,7.16,21.59,14.18,0.06427657889235651,0.006145543306988594,17.146660179161
9,Size_4800_720,4800,720,Dataset3,CNN,720,1.6358,8.69,14.12,11.64,0.06263563770110218,0.005908176082415859,16.655023791394534
9,Size_4800_720,4800,720,Dataset3,Transformer,720,2.4995,23.09,22.41,15.74,0.13481915166523034,0.024552511795256523,36.667436035117696
