dataset,method,duration,min_mape,min_mae,min_mse
tt_only,tpe,50,22.631601333618164,0.011178378947079182,0.00021094012481626123
tt_only,tpe,80,22.021102905273438,0.011158320121467113,0.00020734923600684851
tt_only,tpe,100,,,
tt_only,random,5,26.69493865966797,0.012029395438730717,0.0002317015314474702
tt_only,random,10,24.484914779663086,0.01203858107328415,0.0002388525754213333
tt_only,random,20,22.41295623779297,0.011132392100989819,0.00020764947112184018
tt_only,random,50,22.197938919067383,0.011203307658433914,0.0002105577295878902
tt_only,random,80,22.194604873657227,0.011228441260755062,0.00020838061755057424
tt_only,random,100,22.320045471191406,0.01113239023834467,0.0002079881523968652
tt_only,GridSearch,5,26.734216690063477,0.012897511944174767,0.00026721530593931675
tt_only,GridSearch,10,27.004438400268555,0.01323353685438633,0.0002819676592480391
tt_only,GridSearch,20,25.8646240234375,0.012353748083114624,0.00024909304920583963
tt_only,GridSearch,50,23.151466369628906,0.011691690422594547,0.00022603482648264617
tt_only,GridSearch,80,23.79169464111328,0.011870736256241798,0.00023066686117090285
tt_only,GridSearch,100,,,
tt_only,evolution,5,24.49716567993164,0.011841990053653717,0.0002392687019892037
tt_only,evolution,10,25.608938217163086,0.011692171916365623,0.00022639252711087465
tt_only,evolution,20,22.190370559692383,0.01134833786636591,0.00021179964824113995
tt_only,evolution,50,22.528892517089844,0.011142723262310028,0.00020777694589924067
tt_only,evolution,80,22.254323959350586,0.011033921502530575,0.00020833038433920592
tt_only,evolution,100,,,
tt_only,anneal,5,22.608545303344727,0.011406038887798786,0.0002194253756897524
tt_only,anneal,10,28.445985794067383,0.01305755041539669,0.00028025018400512636
tt_only,anneal,20,23.380460739135742,0.011408844031393528,0.00021298490173649043
tt_only,anneal,50,23.08551597595215,0.011143864132463932,0.00020741525804623961
tt_only,anneal,80,22.175071716308594,0.011052463203668594,0.0002078799734590575
tt_only,anneal,100,,,
local_plus_tt,tpe,5,22.191749572753906,0.011413992382586002,0.00021837787062395364
local_plus_tt,tpe,10,23.369461059570312,0.011181097477674484,0.00020698610751423985
local_plus_tt,tpe,20,22.587356567382812,0.01109306886792183,0.00020821912039536983
local_plus_tt,tpe,50,22.246192932128906,0.011219833046197891,0.00020954186038579792
local_plus_tt,tpe,80,22.272417068481445,0.01121252216398716,0.00020958698587492108
local_plus_tt,tpe,100,,,
local_plus_tt,random,5,25.27969741821289,0.011994543485343456,0.00024198130995500833
local_plus_tt,random,10,23.11016273498535,0.011165816336870193,0.0002081770944641903
local_plus_tt,random,20,24.508363723754883,0.011484253220260143,0.00022004592756275088
local_plus_tt,random,50,22.225963592529297,0.01112511195242405,0.00020790804410353303
local_plus_tt,random,80,22.385087966918945,0.011147723533213139,0.00020761282939929515
local_plus_tt,random,100,22.443321228027344,0.011133742518723011,0.00020853188470937312
local_plus_tt,GridSearch,5,27.483083724975586,0.013385504484176636,0.0002852061588782817
local_plus_tt,GridSearch,10,27.637100219726562,0.01263310294598341,0.00026138205430470407
local_plus_tt,GridSearch,20,25.834218978881836,0.01282415073364973,0.0002665806096047163
local_plus_tt,GridSearch,50,24.442922592163086,0.011511188931763172,0.00021687542903237045
local_plus_tt,GridSearch,80,23.36612319946289,0.01191782858222723,0.00023243651958182454
local_plus_tt,GridSearch,100,,,
local_plus_tt,evolution,5,22.22555160522461,0.011532622389495373,0.00022342390730045736
local_plus_tt,evolution,10,22.600679397583008,0.011566336266696453,0.00023121818958315998
local_plus_tt,evolution,20,22.28423309326172,0.011233972385525703,0.00021260612993501127
local_plus_tt,evolution,50,22.579429626464844,0.011277981102466583,0.00021044079039711505
local_plus_tt,evolution,80,22.285131454467773,0.011091605760157108,0.00020827252592425793
local_plus_tt,evolution,100,,,
local_plus_tt,anneal,5,23.05632972717285,0.011170447804033756,0.00020866164413746446
local_plus_tt,anneal,10,22.933107376098633,0.011169894598424435,0.00020861078519374132
local_plus_tt,anneal,20,22.620769500732422,0.011131751351058483,0.00020819870405830443
local_plus_tt,anneal,50,22.16577911376953,0.011101741343736649,0.0002062285493593663
local_plus_tt,anneal,80,22.207414627075195,0.011159777641296387,0.0002094402734655887
local_plus_tt,anneal,100,,,
mat_only,tpe,5,30.421171188354492,0.013422321528196335,0.00027846082230098546
mat_only,tpe,10,26.29576873779297,0.011951515451073647,0.00023237919958774
mat_only,tpe,20,22.728261947631836,0.012293471954762936,0.00024626406957395375
mat_only,tpe,50,23.138776779174805,0.011285453103482723,0.00021457670663949102
mat_only,tpe,80,24.357582092285156,0.011491965502500534,0.00021698587806895375
mat_only,tpe,100,,,
mat_only,random,5,24.22815704345703,0.011330588720738888,0.0002131856163032353
mat_only,random,10,29.550464630126953,0.013043301180005074,0.00026365279336459935
mat_only,random,20,24.419055938720703,0.011405985802412033,0.00022195899509824812
mat_only,random,50,22.22610855102539,0.011308236047625542,0.0002150017535313964
mat_only,random,80,23.76556396484375,0.011353845708072186,0.00021935833501629531
mat_only,random,100,22.689069747924805,0.011573894880712032,0.00022062918287701905
mat_only,GridSearch,5,36.796714782714844,0.016079436987638474,0.00037522203638218343
mat_only,GridSearch,10,38.88945007324219,0.017015762627124786,0.00041105682612396777
mat_only,GridSearch,20,37.301822662353516,0.016322389245033264,0.00038534990744665265
mat_only,GridSearch,50,30.510313034057617,0.01345772109925747,0.00028818895225413144
mat_only,GridSearch,80,27.97723388671875,0.01253612618893385,0.000254110898822546
mat_only,GridSearch,100,,,
mat_only,evolution,5,35.629947662353516,0.015475219115614891,0.0003553620772436261
mat_only,evolution,10,25.784318923950195,0.01221529208123684,0.00024318067880813032
mat_only,evolution,20,30.021766662597656,0.013247061520814896,0.00028077344177290797
mat_only,evolution,50,26.499231338500977,0.012376043945550919,0.00024858591496013105
mat_only,evolution,80,22.158838272094727,0.011171660386025906,0.00020872688037343323
mat_only,evolution,100,,,
mat_only,anneal,5,34.8383903503418,0.015243900939822197,0.0003703011607285589
mat_only,anneal,10,23.810338973999023,0.01132206805050373,0.0002238934685010463
mat_only,anneal,20,22.67310333251953,0.011155042797327042,0.00021113773982506245
mat_only,anneal,50,22.372600555419922,0.011254221200942993,0.0002090825728373602
mat_only,anneal,80,22.626710891723633,0.011146347969770432,0.0002167390484828502
mat_only,anneal,100,,,
ali_only,tpe,5,80.05913543701172,0.03678132966160774,0.0015666374238207936
ali_only,tpe,10,71.76654815673828,0.03264881670475006,0.0013080269563943148
ali_only,tpe,20,47.8298454284668,0.0210991520434618,0.0005828397115692496
ali_only,tpe,50,22.179244995117188,0.01115430984646082,0.0002074717776849866
ali_only,tpe,80,22.22900390625,0.011379126459360123,0.00021718788775615394
ali_only,tpe,100,,,
ali_only,random,5,167.03334045410156,0.08107242733240128,0.006838787347078323
ali_only,random,10,73.57019805908203,0.04153900220990181,0.0019329035421833396
ali_only,random,20,36.45220184326172,0.01586829125881195,0.00036584571353159845
ali_only,random,50,39.976558685302734,0.01818677969276905,0.0004986380808986723
ali_only,random,80,33.87232971191406,0.020458228886127472,0.000587432412430644
ali_only,random,100,26.573442459106445,0.011986160650849342,0.00023014868202153593
ali_only,GridSearch,5,122.98294830322266,0.058630261570215225,0.0037187968846410513
ali_only,GridSearch,10,121.45681762695312,0.05785384029150009,0.0036317985504865646
ali_only,GridSearch,20,115.00492095947266,0.05456480383872986,0.003248166060075164
ali_only,GridSearch,50,105.52388000488281,0.04970613121986389,0.002753655891865492
ali_only,GridSearch,80,107.79121398925781,0.05087611824274063,0.0028743967413902283
ali_only,GridSearch,100,,,
ali_only,evolution,5,322.53704833984375,0.16037823259830475,0.026158509775996208
ali_only,evolution,10,75.87094116210938,0.03467601165175438,0.0014134980738162994
ali_only,evolution,20,30.499597549438477,0.01365489512681961,0.00030053636874072254
ali_only,evolution,50,37.424285888671875,0.022565506398677826,0.0006911212694831192
ali_only,evolution,80,22.347640991210938,0.011374863795936108,0.00021899252897128463
ali_only,evolution,100,,,
ali_only,anneal,5,26.277381896972656,0.011895346455276012,0.00022716107196174562
ali_only,anneal,10,136.250732421875,0.0653524175286293,0.00449560210108757
ali_only,anneal,20,90.41200256347656,0.04198756068944931,0.0020203173626214266
ali_only,anneal,50,26.020313262939453,0.013103331439197063,0.0002882328990381211
ali_only,anneal,80,25.916013717651367,0.013628087937831879,0.00031816097907721996
ali_only,anneal,100,,,
local_plus_mat,tpe,5,26.74911880493164,0.012656974606215954,0.00025263018324039876
local_plus_mat,tpe,10,32.86491394042969,0.014338902197778225,0.0003253310569562018
local_plus_mat,tpe,20,24.388015747070312,0.011788086034357548,0.00023740640608593822
local_plus_mat,tpe,50,24.253847122192383,0.011473524384200573,0.0002182935713790357
local_plus_mat,tpe,80,22.556446075439453,0.011154425330460072,0.0002088200708385557
local_plus_mat,tpe,100,,,
local_plus_mat,random,5,29.055442810058594,0.012883949093520641,0.0002681519545149058
local_plus_mat,random,10,25.722978591918945,0.012470072135329247,0.0002542822912801057
local_plus_mat,random,20,27.00857162475586,0.01213131658732891,0.00023723108461126685
local_plus_mat,random,50,22.1490478515625,0.011220294050872326,0.00022208575683180243
local_plus_mat,random,80,23.811298370361328,0.011217412538826466,0.00021244602976366878
local_plus_mat,random,100,22.47937774658203,0.01116330735385418,0.0002099394187098369
local_plus_mat,GridSearch,5,27.084339141845703,0.013207835145294666,0.00027926842449232936
local_plus_mat,GridSearch,10,27.981306076049805,0.013237136416137218,0.00028211885364726186
local_plus_mat,GridSearch,20,26.045120239257812,0.012945761904120445,0.00026813099975697696
local_plus_mat,GridSearch,50,26.091358184814453,0.012398301623761654,0.0002485742443241179
local_plus_mat,GridSearch,80,25.64708709716797,0.012007239274680614,0.00023445190163329244
local_plus_mat,GridSearch,100,,,
local_plus_mat,evolution,5,37.54566955566406,0.016348952427506447,0.0003843309823423624
local_plus_mat,evolution,10,24.045286178588867,0.0123561080545187,0.0002641402243170887
local_plus_mat,evolution,20,24.498727798461914,0.01147374976426363,0.00022230231843423098
local_plus_mat,evolution,50,22.74367904663086,0.011133482679724693,0.00020710713579319417
local_plus_mat,evolution,80,22.82741928100586,0.011398044414818287,0.0002151686931028962
local_plus_mat,evolution,100,,,
local_plus_mat,anneal,5,30.624683380126953,0.013893005438148975,0.00032554566860198975
local_plus_mat,anneal,10,26.694374084472656,0.012022793292999268,0.00023437791969627142
local_plus_mat,anneal,20,27.86245346069336,0.013043839484453201,0.0002696237643249333
local_plus_mat,anneal,50,22.214950561523438,0.01134257111698389,0.00021602993365377188
local_plus_mat,anneal,80,23.042217254638672,0.011505361646413803,0.00022903438366483897
local_plus_mat,anneal,100,,,
local_plus_ali,tpe,5,46.78691864013672,0.02087966725230217,0.0006393236690200865
local_plus_ali,tpe,10,23.749469757080078,0.012647190131247044,0.00025569030549377203
local_plus_ali,tpe,20,22.867815017700195,0.011290551163256168,0.00021023776207584888
local_plus_ali,tpe,50,23.121870040893555,0.01248872745782137,0.00025412029935978353
local_plus_ali,tpe,80,22.631141662597656,0.011555581353604794,0.00021506666962523013
local_plus_ali,tpe,100,,,
local_plus_ali,random,5,25.481775283813477,0.012217722833156586,0.00025138736236840487
local_plus_ali,random,10,24.242231369018555,0.012455258518457413,0.0002553518570493907
local_plus_ali,random,20,27.242177963256836,0.012559818103909492,0.0002485555305611342
local_plus_ali,random,50,23.20218276977539,0.011613527312874794,0.00023575237719342113
local_plus_ali,random,80,24.70819854736328,0.012116027995944023,0.00023124771541915834
local_plus_ali,random,100,,,
local_plus_ali,GridSearch,5,47.92201614379883,0.02134743146598339,0.0006493917317129672
local_plus_ali,GridSearch,10,38.71506881713867,0.017288813367486,0.00045894828508608043
local_plus_ali,GridSearch,20,38.423919677734375,0.01715673878788948,0.00045323855010792613
local_plus_ali,GridSearch,50,38.7640495300293,0.017378972843289375,0.00046048956573940814
local_plus_ali,GridSearch,80,32.5048942565918,0.014732272364199162,0.0003482417669147253
local_plus_ali,GridSearch,100,,,
local_plus_ali,evolution,5,24.72409439086914,0.012979182414710522,0.00026010398869402707
local_plus_ali,evolution,10,25.35482406616211,0.011874288320541382,0.00024227466201409698
local_plus_ali,evolution,20,25.25057601928711,0.012473882175981998,0.00024128900258801877
local_plus_ali,evolution,50,22.559062957763672,0.011451869271695614,0.00021484906028490514
local_plus_ali,evolution,80,22.421438217163086,0.011431467719376087,0.00021341383398976177
local_plus_ali,evolution,100,,,
local_plus_ali,anneal,5,37.470367431640625,0.022377287968993187,0.0007043450605124235
local_plus_ali,anneal,10,28.41973114013672,0.012799790129065514,0.00027062013396061957
local_plus_ali,anneal,20,23.48358917236328,0.01239009015262127,0.0002493476204108447
local_plus_ali,anneal,50,22.219736099243164,0.01139877550303936,0.00021853191719856113
local_plus_ali,anneal,80,22.326248168945312,0.011099989525973797,0.0002066685992758721
local_plus_ali,anneal,100,,,
