Dataset,Method,Duration,Min_MAPE,Min_MAE,Min_MSE
local_only,tpe,300s,23.631330490112305,0.011350732296705246,0.00021352438488975167
local_only,tpe,600s,22.502208709716797,0.011081019416451454,0.00021153109264560044
local_only,tpe,900s,22.18402671813965,0.010944847948849201,0.0002019577514147386
local_only,tpe,1200s,22.180404663085938,0.011134318076074123,0.00020743088680319488
local_only,tpe,1500s,22.473834991455078,0.011132010258734226,0.00020729229436255991
local_only,tpe,1800s,22.059978485107422,0.011034919880330563,0.00020498607773333788
local_only,random,300s,22.67581558227539,0.011416380293667316,0.00022437443840317428
local_only,random,600s,22.198631286621094,0.011409271508455276,0.00021426205057650805
local_only,random,900s,22.413921356201172,0.011168314144015312,0.0002105290477629751
local_only,random,1200s,22.115039825439453,0.011142207309603691,0.0002073819050565362
local_only,random,1500s,22.362258911132812,0.011026153340935707,0.00020753593707922846
local_only,random,1800s,22.347646713256836,0.011106341145932674,0.0002074204385280609
local_only,GridSearch,300s,26.285917282104492,0.012906678020954132,0.00027197436429560184
local_only,GridSearch,600s,26.68166732788086,0.013089184649288654,0.0002769709681160748
local_only,GridSearch,900s,26.249841690063477,0.012392469681799412,0.0002439918607706204
local_only,GridSearch,1200s,22.23474884033203,0.011183398775756359,0.0002095906820613891
local_only,GridSearch,1500s,22.242952346801758,0.01119718886911869,0.00020980887347832322
local_only,GridSearch,1800s,22.272106170654297,0.011178230866789818,0.00020790810231119394
local_only,evolution,300s,22.831613540649414,0.011106160469353199,0.00020828524429816753
local_only,evolution,600s,23.047901153564453,0.011236277408897877,0.00020945137657690793
local_only,evolution,900s,22.291576385498047,0.011141794733703136,0.0002070857008220628
local_only,evolution,1200s,22.04010772705078,0.01100180670619011,0.00020451871387194842
local_only,evolution,1500s,22.18796157836914,0.011195111088454723,0.00021583146008197218
local_only,evolution,1800s,22.217060089111328,0.011157717555761337,0.00020758960454259068
local_only,anneal,300s,22.981996536254883,0.011266556568443775,0.00021690769062843174
local_only,anneal,600s,22.192241668701172,0.011143853887915611,0.00020871708693448454
local_only,anneal,900s,22.13861083984375,0.011179761029779911,0.00020950647012796253
local_only,anneal,1200s,22.174699783325195,0.011141158640384674,0.00020592621876858175
local_only,anneal,1500s,22.25472640991211,0.011165792122483253,0.0002073968789773062
local_only,anneal,1800s,22.215227127075195,0.011101850308477879,0.0002073500509141013
tt_only,tpe,300s,22.281635284423828,0.011379186995327473,0.00021908299822825938
tt_only,tpe,600s,22.195079803466797,0.011442014016211033,0.0002141015575034544
tt_only,tpe,900s,22.45465087890625,0.011125239543616772,0.0002078630350297317
tt_only,tpe,1200s,22.253828048706055,0.011130308732390404,0.0002089675544993952
tt_only,tpe,1500s,22.506399154663086,0.011169939301908016,0.00020972218771930784
tt_only,tpe,1800s,22.72496795654297,0.011249388568103313,0.00021476589608937502
tt_only,random,300s,22.838645935058594,0.011376805603504181,0.00021138372540008277
tt_only,random,600s,23.082778930664062,0.011141599155962467,0.00020739463798236102
tt_only,random,900s,26.017837524414062,0.012031398713588715,0.00024690901045687497
tt_only,random,1200s,22.292884826660156,0.011156239546835423,0.00020746621885336936
tt_only,random,1500s,22.29834747314453,0.011403195559978485,0.00021261769870761782
tt_only,random,1800s,22.282438278198242,0.011128752492368221,0.00020757890888489783
tt_only,GridSearch,300s,25.911725997924805,0.01207159273326397,0.00023919472005218267
tt_only,GridSearch,600s,25.581066131591797,0.012208160012960434,0.00024211905838456005
tt_only,GridSearch,900s,25.517719268798828,0.012070761993527412,0.00023553166829515249
tt_only,GridSearch,1200s,24.162704467773438,0.011522965505719185,0.00022029224783182144
tt_only,GridSearch,1500s,25.24701499938965,0.011869627982378006,0.00023004336981102824
tt_only,GridSearch,1800s,25.765588760375977,0.012437267228960991,0.0002514778170734644
tt_only,evolution,300s,22.326391220092773,0.01115392241626978,0.0002095498493872583
tt_only,evolution,600s,22.805742263793945,0.011166909709572792,0.00020974609651602805
tt_only,evolution,900s,22.596044540405273,0.011120348237454891,0.00020962776034139097
tt_only,evolution,1200s,22.260560989379883,0.011091194115579128,0.00020915883942507207
tt_only,evolution,1500s,22.40353012084961,0.011152958497405052,0.00020788949041161686
tt_only,evolution,1800s,23.442489624023438,0.011219607666134834,0.0002112828951794654
tt_only,anneal,300s,23.460094451904297,0.011394333094358444,0.00022552901646122336
tt_only,anneal,600s,24.226957321166992,0.011428765021264553,0.00021285403636284173
tt_only,anneal,900s,22.52545928955078,0.011133644729852676,0.0002078491379506886
tt_only,anneal,1200s,22.519023895263672,0.01117408275604248,0.00020905083511024714
tt_only,anneal,1500s,21.85970687866211,0.011151415295898914,0.00020657677669078112
tt_only,anneal,1800s,22.123950958251953,0.01113390177488327,0.0002070673363050446
local_plus_tt,tpe,300s,22.38324546813965,0.010574757625162601,0.00018855366892646998
local_plus_tt,tpe,600s,21.696243286132812,0.010394999921321869,0.0001898456641053781
local_plus_tt,tpe,900s,21.2929630279541,0.010265270242094994,0.00018307342103682458
local_plus_tt,tpe,1200s,20.90375328063965,0.010131413280963898,0.00018748769748024642
local_plus_tt,tpe,1500s,20.181245803833008,0.010084356175363064,0.00018449805979803205
local_plus_tt,tpe,1800s,19.420616149902344,0.009920063844323158,0.000210456462809816
local_plus_tt,random,300s,21.172008514404297,0.010310504749417305,0.00017272983915172517
local_plus_tt,random,600s,20.9874324798584,0.010509370990097523,0.0001767648490285501
local_plus_tt,random,900s,20.498779296875,0.010140053160488605,0.0001695722156809643
local_plus_tt,random,1200s,20.454822540283203,0.01017098331451416,0.00016770457922481
local_plus_tt,random,1500s,19.818796157836914,0.009939823123812675,0.00016432281734328717
local_plus_tt,random,1800s,19.3262882232666,0.009907356914281845,0.0001637624958474189
local_plus_tt,GridSearch,300s,22.492292404174805,0.011415450066328049,0.00024096380670927465
local_plus_tt,GridSearch,600s,21.249658584594727,0.011352600441873074,0.00023311341647058725
local_plus_tt,GridSearch,900s,20.871963500976562,0.011265574105083942,0.00022852240363135934
local_plus_tt,GridSearch,1200s,20.908098220825195,0.011262210167944431,0.00022670991893392056
local_plus_tt,GridSearch,1500s,20.529977798461914,0.011123459528386593,0.0002267360541736707
local_plus_tt,GridSearch,1800s,20.17563247680664,0.010962175960838795,0.00023933099873829633
local_plus_tt,evolution,300s,21.57599449157715,0.01015325652062893,0.00020736123017035425
local_plus_tt,evolution,600s,21.561487197875977,0.010094371020793915,0.00020032410874497145
local_plus_tt,evolution,900s,20.628034591674805,0.010094938454031944,0.00019302606910467148
local_plus_tt,evolution,1200s,20.125661239624023,0.009930723932385445,0.000191115344134159386
local_plus_tt,evolution,1500s,19.3282413482666,0.0099122449301183224,0.00018844688697252423
local_plus_tt,evolution,1800s,19.124198760986328,0.009813955469429493,0.00018184836805332452
local_plus_tt,anneal,300s,20.48980712890625,0.01017003709077835,0.0002076700068078935
local_plus_tt,anneal,600s,20.220888137817383,0.010423982679843903,0.00020574626200366765
local_plus_tt,anneal,900s,19.848268508911133,0.010455208994448185,0.00019384265321306884
local_plus_tt,anneal,1200s,20.148401260375977,0.010245319619774818,0.00019885266712866724
local_plus_tt,anneal,1500s,20.012367248535156,0.009928710582852364,0.000192727414812427014
local_plus_tt,anneal,1800s,19.0445499420166,0.00994335296750069,0.000189633717940654606
mat_only,tpe,300s,34.18244552612305,0.014905805699527264,0.0003313066845294088
mat_only,tpe,600s,28.871322631835938,0.01435722640901804,0.00032034833091311157
mat_only,tpe,900s,25.566112518310547,0.01379593801498413,0.00030462471679318696
mat_only,tpe,1200s,24.35196304321289,0.013222579516470432,0.00029132509573362768
mat_only,tpe,1500s,23.62844467163086,0.012997518299520016,0.0002762364757573232
mat_only,tpe,1800s,23.220741271972656,0.012853667825460434,0.00024541508613154292
mat_only,random,300s,35.303180694580078,0.015333180591464043,0.00031159538300707936
mat_only,random,600s,27.337167739868164,0.014578267440199852,0.0002985011432832107
mat_only,random,900s,26.45801544189453,0.013157202534377575,0.00027974583458155394
mat_only,random,1200s,25.970800399780273,0.01316287437081337,0.00027158451611176133
mat_only,random,1500s,25.82291030883789,0.013053989669829607,0.00026741742628160864
mat_only,random,1800s,23.205856323242188,0.011335338465869427,0.00025580794418696314
mat_only,GridSearch,300s,33.67737579345703,0.01472712866961956,0.000330789596773684
mat_only,GridSearch,600s,31.882551193237305,0.013959766365587711,0.00030305981636047363
mat_only,GridSearch,900s,34.90983581542969,0.015270533971488476,0.00034823789610527456
mat_only,GridSearch,1200s,31.964487075805664,0.014009231701493263,0.0003071585961151868
mat_only,GridSearch,1500s,33.25987243652344,0.014547577127814293,0.0003256303898524493
mat_only,GridSearch,1800s,34.017822265625,0.014890342950820923,0.0003368216275703162
mat_only,evolution,300s,22.307270050048828,0.011389699764549732,0.0002823382146237418
mat_only,evolution,600s,30.8328857421875,0.013552560470998287,0.0002794397878460586
mat_only,evolution,900s,24.587360382080078,0.012265919707715511,0.00024395615037065
mat_only,evolution,1200s,28.36046600341797,0.012606583535671234,0.0002538608096074313
mat_only,evolution,1500s,27.300556182861328,0.012259665876626968,0.00024580812896601856
mat_only,evolution,1800s,24.68610191345215,0.012429866008460522,0.00026006402913480997
mat_only,anneal,300s,25.199939727783203,0.014156931601464748,0.0003208098885603249
mat_only,anneal,600s,22.362958908081055,0.01373260398209095,0.0003107928303303197
mat_only,anneal,900s,22.194063186645508,0.013633737862110138,0.00030759740436915308
mat_only,anneal,1200s,22.35480308532715,0.013339488439261913,0.00027096105047035962
mat_only,anneal,1500s,22.839208602905273,0.013207975107431412,0.0002246289950562641
mat_only,anneal,1800s,23.249717712402344,0.013119162663817406,0.00020960804249625653
ali_only,tpe,300s,41.38800048828125,0.029092188477516174,0.0012624053716659546
