timestamp,trial_job_id,parameter_id,sequence,default_metric,mse,mae,mape
1779387500853,XT7Js,0,0,61.43240737915039,0.015274149365723133,0.10043410956859589,61.43240737915039
1779387604824,dxh4Y,1,0,52.57065963745117,0.012166047468781471,0.08287355303764343,52.57065963745117
1779387630377,TSJvN,2,0,130.94705200195312,0.08254105597734451,0.264260470867157,130.94705200195312
1779387667601,ts6N7,3,0,53.935367584228516,0.02556711435317993,0.12380571663379669,53.935367584228516
1779387692481,KfKEu,4,0,89.9688491821289,0.04650307819247246,0.18978485465049744,89.9688491821289
1779387717215,RiG4d,5,0,51.031227111816406,0.013149230740964413,0.08465855568647385,51.031227111816406
1779387728140,EL99P,6,0,79.70509338378906,0.02273864485323429,0.13177695870399475,79.70509338378906
1779387808602,IQ2Jk,7,0,29.33466148376465,0.01067983265966177,0.05776543915271759,29.33466148376465
1779387822259,xitQi,8,0,136.68362426757812,0.055456291884183884,0.22800518572330475,136.68362426757812
1779387850954,x1veI,9,0,32.09367370605469,0.008574269711971283,0.05479191616177559,32.09367370605469
1779387874678,muL3H,10,0,87.2761459350586,0.026125295087695122,0.14283230900764465,87.2761459350586
1779387890501,OGlMo,11,0,67.26910400390625,0.0180660430341959,0.10968930274248123,67.26910400390625
1779387923366,GfwwA,12,0,45.219730377197266,0.01305713877081871,0.07840612530708313,45.219730377197266
1779387934867,Fxexr,13,0,35.819541931152344,0.015034184791147709,0.07274505496025085,35.819541931152344
1779388017246,JajA3,14,0,30.55199432373047,0.008678986690938473,0.05515061318874359,30.55199432373047
1779388030182,JTHt4,15,0,103.6919937133789,0.03500644490122795,0.17273825407028198,103.6919937133789
1779388052047,vw1Na,16,0,41.065494537353516,0.011428221128880978,0.07040020078420639,41.065494537353516
1779388079118,gmks6,17,0,84.74690246582031,0.04307311028242111,0.18048042058944702,84.74690246582031
1779388096432,JekE0,18,0,46.3632926940918,0.011956301517784595,0.07736989855766296,46.3632926940918
1779388104867,Xxfpn,19,0,41.1405029296875,0.010395526885986328,0.06894025951623917,41.1405029296875
1779388127128,kz7KD,20,0,48.834712982177734,0.0129400584846735,0.08278001844882965,48.834712982177734
1779388148514,v2btG,21,0,93.94912719726562,0.033174410462379456,0.15503497421741486,93.94912719726562
1779388192829,quSIZ,22,0,42.42497634887695,0.00992566253989935,0.0681038647890091,42.42497634887695
1779388211289,uSUY3,23,0,170.60076904296875,0.08554050326347351,0.2855830490589142,170.60076904296875
1779388221384,YbkUn,24,0,34.359317779541016,0.010695491917431355,0.060129065066576004,34.359317779541016
