timestamp,trial_job_id,parameter_id,sequence,default_metric,mse,mae,mape
1779385577798,fsRSW,0,0,30.88861656188965,0.011886054649949074,0.06810370087623596,30.88861656188965
1779385597615,AQoOQ,1,0,46.03042984008789,0.021460650488734245,0.10729244351387024,46.03042984008789
1779385613575,eqHZG,2,0,32.41621017456055,0.010047771967947483,0.06317315250635147,32.41621017456055
1779385633060,LGrek,3,0,33.683467864990234,0.016119102016091347,0.07971888035535812,33.683467864990234
1779385686663,escLq,4,0,46.0150146484375,0.02145308442413807,0.10725991427898407,46.0150146484375
1779385711650,BHKHH,5,0,51.99541091918945,0.013705131597816944,0.08732496201992035,51.99541091918945
1779385776819,RUDM3,6,0,36.13036346435547,0.016286028549075127,0.07998427748680115,36.13036346435547
1779385790412,hIsNb,7,0,31.394184112548828,0.01169799454510212,0.06257525086402893,31.394184112548828
1779385803503,cQ1je,8,0,29.031028747558594,0.013282392174005508,0.06750437617301941,29.031028747558594
1779385816300,KxeXX,9,0,28.582365036010742,0.012372728437185287,0.06392615288496017,28.582365036010742
1779385829521,eaGmG,10,0,30.505048751831055,0.012694129720330238,0.06909099966287613,30.505048751831055
1779385842543,dxwwN,11,0,28.109697341918945,0.012706552632153034,0.06359554082155228,28.109697341918945
1779385853128,eip2y,12,0,30.527002334594727,0.013724612072110176,0.0713130459189415,30.527002334594727
1779385863922,L4DUf,13,0,26.85042953491211,0.011389878578484058,0.05703611671924591,26.85042953491211
1779385884270,nn6JW,14,0,45.84794998168945,0.02137124352157116,0.10690734535455704,45.84794998168945
1779385895817,ZlhRm,15,0,27.279624938964844,0.011496389284729958,0.05875018984079361,27.279624938964844
1779385920989,h2Bhv,16,0,35.306922912597656,0.014696151949465275,0.08135969936847687,35.306922912597656
1779385942193,Q5pdf,17,0,29.66434097290039,0.00966660026460886,0.060930296778678894,29.66434097290039
1779385953393,VX6FS,18,0,37.80879211425781,0.014705564826726913,0.0862351804971695,37.80879211425781
1779385965059,wtzJx,19,0,28.531627655029297,0.012582194991409779,0.06438067555427551,28.531627655029297
1779385982905,k9flO,20,0,69.22563171386719,0.033812928944826126,0.1526859700679779,69.22563171386719
1779386001675,GPJyu,21,0,29.52520179748535,0.01109404768794775,0.05815909057855606,29.52520179748535
1779386024822,M92P8,22,0,27.120302200317383,0.011683080345392227,0.06021643802523613,27.120302200317383
1779386044113,RSnNe,23,0,27.247760772705078,0.011154241859912872,0.05674734711647034,27.247760772705078
